DateTime,Last
11/28/2025 07:50:04,24659.25
11/28/2025 07:50:04,24651.25
11/28/2025 07:50:04,24645.50
11/28/2025 07:50:04,24650.00
11/28/2025 07:50:04,24645.25
11/28/2025 07:50:04,24670.50
11/28/2025 07:50:04,24647.25
11/28/2025 07:50:04,24669.00
11/28/2025 07:50:04,24662.25
11/28/2025 07:50:04,24668.25
11/28/2025 07:50:04,24672.00
11/28/2025 07:50:04,24684.25
11/28/2025 07:50:04,24683.75
11/28/2025 07:50:04,24665.50
11/28/2025 07:50:04,24653.25
11/28/2025 07:50:04,24644.00
11/28/2025 07:50:04,24630.50
11/28/2025 07:50:04,24648.00
11/28/2025 07:50:04,24660.25
11/28/2025 07:50:04,24642.50
11/28/2025 07:50:04,24640.25
11/28/2025 07:50:04,24666.50
11/28/2025 07:50:04,24664.75
11/28/2025 07:50:04,24665.50
11/28/2025 07:50:04,24666.50
11/28/2025 07:50:04,24684.50
11/28/2025 07:50:04,24662.50
11/28/2025 07:50:04,24671.75
11/28/2025 07:50:04,24683.00
11/28/2025 07:50:04,24682.75
11/28/2025 07:50:04,24670.25
11/28/2025 07:50:04,24654.25
11/28/2025 07:50:04,24653.00
11/28/2025 07:50:04,24646.25
11/28/2025 07:50:04,24638.50
11/28/2025 07:50:04,24621.50
11/28/2025 07:50:04,24636.75
11/28/2025 07:50:04,24647.00
11/28/2025 07:50:04,24671.75
11/28/2025 07:50:04,24665.75
11/28/2025 07:50:04,24652.25
11/28/2025 07:50:04,24642.00
11/28/2025 07:50:04,24634.00
11/28/2025 07:50:04,24663.00
11/28/2025 07:50:04,24638.25
11/28/2025 07:50:04,24635.50
11/28/2025 07:50:04,24635.50
11/28/2025 07:50:04,24636.25
11/28/2025 07:50:04,24622.50
11/28/2025 07:50:04,24627.00
11/28/2025 07:50:04,24663.50
11/28/2025 07:50:04,24672.00
11/28/2025 07:50:04,24679.50
11/28/2025 07:50:04,24654.50
11/28/2025 07:50:04,24656.50
11/28/2025 07:50:04,24665.25
11/28/2025 07:50:04,24672.50
11/28/2025 07:50:04,24660.00
11/28/2025 07:50:04,24646.75
11/28/2025 07:50:04,24658.00
11/28/2025 07:50:04,24655.25
